Artikelnummer,FAQ
XENPAK-10GB-SR,"Worüber arbeitet das XENPAK-10GB-SR?||Über Multimode bei 850 nm, 300 m (10GBASE-SR).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-SR?||Das XENPAK-10GB-SR hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-SR."
XENPAK-10GB-LR+,"Worüber arbeitet das XENPAK-10GB-LR+?||Über Singlemode bei 1310 nm, 10 km (10GBASE-LR).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-LR+?||Das XENPAK-10GB-LR+ hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-LR."
XENPAK-10GB-ER+,"Worüber arbeitet das XENPAK-10GB-ER+?||Über Singlemode bei 1550 nm, 40 km (10GBASE-ER).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-ER+?||Das XENPAK-10GB-ER+ hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-ER."
XENPAK-10GB-ZR,"Worüber arbeitet das XENPAK-10GB-ZR?||Über Singlemode bei 1550 nm, 80 km (10GBASE-ZR).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-ZR?||Das XENPAK-10GB-ZR hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-ZR."
XENPAK-10GB-LX4,"Worüber arbeitet das XENPAK-10GB-LX4?||Über Multimode bei ≈1310 nm (4 Lanes), 300 m (10GBASE-LX4).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-LX4?||Das XENPAK-10GB-LX4 hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-LX4."
XENPAK-10GB-LRM,"Worüber arbeitet das XENPAK-10GB-LRM?||Über Multimode bei 1310 nm, 220 m (10GBASE-LRM).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-LRM?||Das XENPAK-10GB-LRM hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-LRM."
XENPAK-10GB-CX4,"Worüber arbeitet das XENPAK-10GB-CX4?||Über CX4-Twinax-Kupfer, 15 m (10GBASE-CX4).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-CX4?||Das XENPAK-10GB-CX4 hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-CX4."
XENPAK-10GB-LW,"Worüber arbeitet das XENPAK-10GB-LW?||Über Singlemode bei 1310 nm, 10 km (10GBASE-LW).##Welcher Formfaktor?||XENPAK — die frühe 10-Gigabit-Modulgeneration für Catalyst-Switches und Router mit XENPAK-Steckplatz.##Welche Datenrate und Bauform hat das XENPAK-10GB-LW?||Das XENPAK-10GB-LW hat den Formfaktor XENPAK mit 10 Gbit/s nach 10GBASE-LW."
WDM-XENPAK-REC,"Was ist das WDM-XENPAK-REC?||Ein Receive-Only-WDM-XENPAK — ein reines DWDM-Empfangsmodul im XENPAK-Formfaktor.##Sendet es auch?||Nein, es ist ausschließlich für den Empfang (Receive-Only) einer WDM-Wellenlänge ausgelegt.##Welche Datenrate und Bauform hat das WDM-XENPAK-REC?||Das WDM-XENPAK-REC hat den Formfaktor XENPAK mit 10 Gbit/s nach WDM (Receive-Only)."
DWDM-SFP-3033,"Auf welchem Kanal sendet das DWDM-SFP-3033?||Auf dem festen ITU-Kanal 59 bei 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Welche Faser und welcher Anschluss?||Singlemode-Glasfaser mit Duplex-LC-Anschluss, 1000BASE-DWDM.##Welche Datenrate und Bauform hat das DWDM-SFP-3033?||Das DWDM-SFP-3033 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-DWDM) nach IEEE 802.3z 1000BASE-X (DWDM, 100-GHz-Raster)."
DWDM-SFP-3112,"Auf welchem Kanal sendet das DWDM-SFP-3112?||Auf dem festen ITU-Kanal 58 bei 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Welche Faser und welcher Anschluss?||Singlemode-Glasfaser mit Duplex-LC-Anschluss, 1000BASE-DWDM.##Welche Datenrate und Bauform hat das DWDM-SFP-3112?||Das DWDM-SFP-3112 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-DWDM) nach IEEE 802.3z 1000BASE-X (DWDM, 100-GHz-Raster)."
DWDM-SFP-3190,"Auf welchem Kanal sendet das DWDM-SFP-3190?||Auf dem festen ITU-Kanal 57 bei 1531,90 nm (≈195,70 THz) im 100-GHz-DWDM-Raster.##Welche Faser und welcher Anschluss?||Singlemode-Glasfaser mit Duplex-LC-Anschluss, 1000BASE-DWDM.##Welche Datenrate und Bauform hat das DWDM-SFP-3190?||Das DWDM-SFP-3190 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-DWDM) nach IEEE 802.3z 1000BASE-X (DWDM, 100-GHz-Raster)."
DWDM-SFP-3268,"Auf welchem Kanal sendet das DWDM-SFP-3268?||Auf dem festen ITU-Kanal 56 bei 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Welche Faser und welcher Anschluss?||Singlemode-Glasfaser mit Duplex-LC-Anschluss, 1000BASE-DWDM.##Welche Datenrate und Bauform hat das DWDM-SFP-3268?||Das DWDM-SFP-3268 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-DWDM) nach IEEE 802.3z 1000BASE-X (DWDM, 100-GHz-Raster)."
CWDM-SFP-1470,"Auf welcher Wellenlänge sendet das CWDM-SFP-1470?||Auf der festen CWDM-Wellenlänge 1470 nm über Singlemode-Glasfaser.##Welche Reichweite?||Das Datenblatt nennt ein optisches Streckenbudget von 29 dB (Gigabit Ethernet) bzw. 28 dB (Fibre Channel); die erreichbare Distanz hängt von der Faserdämpfung ab.##Welche Datenrate und Bauform hat das CWDM-SFP-1470?||Das CWDM-SFP-1470 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-X; auch FC 1G/2G) nach IEEE 802.3z 1000BASE-X (CWDM)."
CWDM-SFP-1490,"Auf welcher Wellenlänge sendet das CWDM-SFP-1490?||Auf der festen CWDM-Wellenlänge 1490 nm über Singlemode-Glasfaser.##Welche Reichweite?||Das Datenblatt nennt ein optisches Streckenbudget von 29 dB (Gigabit Ethernet) bzw. 28 dB (Fibre Channel); die erreichbare Distanz hängt von der Faserdämpfung ab.##Welche Datenrate und Bauform hat das CWDM-SFP-1490?||Das CWDM-SFP-1490 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-X; auch FC 1G/2G) nach IEEE 802.3z 1000BASE-X (CWDM)."
CWDM-SFP-1510,"Auf welcher Wellenlänge sendet das CWDM-SFP-1510?||Auf der festen CWDM-Wellenlänge 1510 nm über Singlemode-Glasfaser.##Welche Reichweite?||Das Datenblatt nennt ein optisches Streckenbudget von 29 dB (Gigabit Ethernet) bzw. 28 dB (Fibre Channel); die erreichbare Distanz hängt von der Faserdämpfung ab.##Welche Datenrate und Bauform hat das CWDM-SFP-1510?||Das CWDM-SFP-1510 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-X; auch FC 1G/2G) nach IEEE 802.3z 1000BASE-X (CWDM)."
CWDM-SFP-1530,"Auf welcher Wellenlänge sendet das CWDM-SFP-1530?||Auf der festen CWDM-Wellenlänge 1530 nm über Singlemode-Glasfaser.##Welche Reichweite?||Das Datenblatt nennt ein optisches Streckenbudget von 29 dB (Gigabit Ethernet) bzw. 28 dB (Fibre Channel); die erreichbare Distanz hängt von der Faserdämpfung ab.##Welche Datenrate und Bauform hat das CWDM-SFP-1530?||Das CWDM-SFP-1530 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-X; auch FC 1G/2G) nach IEEE 802.3z 1000BASE-X (CWDM)."
CWDM-SFP-1610,"Auf welcher Wellenlänge sendet das CWDM-SFP-1610?||Auf der festen CWDM-Wellenlänge 1610 nm über Singlemode-Glasfaser.##Welche Reichweite?||Das Datenblatt nennt ein optisches Streckenbudget von 29 dB (Gigabit Ethernet) bzw. 28 dB (Fibre Channel); die erreichbare Distanz hängt von der Faserdämpfung ab.##Welche Datenrate und Bauform hat das CWDM-SFP-1610?||Das CWDM-SFP-1610 hat den Formfaktor SFP mit 1 Gbit/s (1000BASE-X; auch FC 1G/2G) nach IEEE 802.3z 1000BASE-X (CWDM)."
CWDM-SFP10G-1470,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1470?||Auf der festen CWDM-Wellenlänge 1470 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1470?||Das CWDM-SFP10G-1470 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1490,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1490?||Auf der festen CWDM-Wellenlänge 1490 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1490?||Das CWDM-SFP10G-1490 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1510,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1510?||Auf der festen CWDM-Wellenlänge 1510 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1510?||Das CWDM-SFP10G-1510 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1530,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1530?||Auf der festen CWDM-Wellenlänge 1530 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1530?||Das CWDM-SFP10G-1530 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1550,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1550?||Auf der festen CWDM-Wellenlänge 1550 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1550?||Das CWDM-SFP10G-1550 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1570,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1570?||Auf der festen CWDM-Wellenlänge 1570 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1570?||Das CWDM-SFP10G-1570 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1590,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1590?||Auf der festen CWDM-Wellenlänge 1590 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1590?||Das CWDM-SFP10G-1590 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
CWDM-SFP10G-1610,"Auf welcher Wellenlänge sendet das CWDM-SFP10G-1610?||Auf der festen CWDM-Wellenlänge 1610 nm über Singlemode-Glasfaser.##Reichweite und Anschluss?||Bis 40 km über Singlemode-Glasfaser mit Dual-LC-Anschluss, 10 Gigabit Ethernet.##Welche Datenrate und Bauform hat das CWDM-SFP10G-1610?||Das CWDM-SFP10G-1610 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE, 10,3125 Gbit/s) nach 10G CWDM (10 Gigabit Ethernet)."
DWDM-SFP10G-30.33,"Auf welchem Kanal sendet das DWDM-SFP10G-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-30.33?||Das DWDM-SFP10G-30.33 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-SFP10G-31.12,"Auf welchem Kanal sendet das DWDM-SFP10G-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-31.12?||Das DWDM-SFP10G-31.12 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-SFP10G-61.41,"Auf welchem Kanal sendet das DWDM-SFP10G-61.41?||Auf dem festen ITU-Kanal 1561,41 nm (≈192,00 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-61.41?||Das DWDM-SFP10G-61.41 hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM) nach 10GBASE-DWDM (ITU 100-GHz-Raster)."
DWDM-SFP10G-C,"Auf welcher Wellenlänge arbeitet das Modul?||Es ist über das gesamte C-Band frei durchstimmbar (50/100-GHz-ITU-Raster), nicht auf einen festen Kanal beschränkt.##Reichweite und Faser?||bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-C?||Das DWDM-SFP10G-C hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) nach 10GBASE-DWDM (ITU, C-Band durchstimmbar)."
DWDM-SFP10G-C-S,"Auf welcher Wellenlänge arbeitet das Modul?||Es ist über das gesamte C-Band frei durchstimmbar (50/100-GHz-ITU-Raster), nicht auf einen festen Kanal beschränkt.##Reichweite und Faser?||bis 70 km über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-C-S?||Das DWDM-SFP10G-C-S hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) nach 10GBASE-DWDM (ITU, C-Band durchstimmbar)."
DWDM-SFP10G-C-I,"Auf welcher Wellenlänge arbeitet das Modul?||Es ist über das gesamte C-Band frei durchstimmbar (50/100-GHz-ITU-Raster), nicht auf einen festen Kanal beschränkt.##Reichweite und Faser?||C-Band durchstimmbar über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-C-I?||Das DWDM-SFP10G-C-I hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) nach 10GBASE-DWDM (ITU, C-Band durchstimmbar)."
DWDM-SFP10G-E-I,"Auf welcher Wellenlänge arbeitet das Modul?||Es ist über das gesamte C-Band frei durchstimmbar (50/100-GHz-ITU-Raster), nicht auf einen festen Kanal beschränkt.##Reichweite und Faser?||C-Band durchstimmbar über Singlemode-Glasfaser, 10GBASE-DWDM mit Duplex-LC.##Welche Datenrate und Bauform hat das DWDM-SFP10G-E-I?||Das DWDM-SFP10G-E-I hat den Formfaktor SFP+ mit 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) nach 10GBASE-DWDM (ITU, C-Band durchstimmbar)."
DS-SFP-FCGE-SW,"Wofür ist das DS-SFP-FCGE-SW ausgelegt?||Für Fibre-Channel-/Gigabit-Ethernet-Verbindungen über Multimode (OM1/OM2) bei 850 nm, Kurzstrecke (Multimode) (Short Wave (Multiprotokoll FC/GbE)).##In welche Plattform passt es?||In die Cisco MDS 9000 Multilayer-Speichernetz-Switches mit passendem Steckplatz.##Welche Datenrate und Bauform hat das DS-SFP-FCGE-SW?||Das DS-SFP-FCGE-SW hat den Formfaktor SFP mit 1/2 Gbit/s FC + 1 Gbit/s GbE nach 2GFC / 1000BASE-X."
DS-SFP-FCGE-LW,"Wofür ist das DS-SFP-FCGE-LW ausgelegt?||Für Fibre-Channel-/Gigabit-Ethernet-Verbindungen über Singlemode bei 1310 nm, 10 km (Singlemode) (Long Wave (Multiprotokoll FC/GbE)).##In welche Plattform passt es?||In die Cisco MDS 9000 Multilayer-Speichernetz-Switches mit passendem Steckplatz.##Welche Datenrate und Bauform hat das DS-SFP-FCGE-LW?||Das DS-SFP-FCGE-LW hat den Formfaktor SFP mit 1/2 Gbit/s FC + 1 Gbit/s GbE nach 2GFC / 1000BASE-X."
DS-SFP-GE-T,"Wofür ist das DS-SFP-GE-T ausgelegt?||Für Fibre-Channel-/Gigabit-Ethernet-Verbindungen über Kupfer (Cat-5 UTP), 100 m (Cat-5 Kupfer) (1000BASE-T Kupfer).##In welche Plattform passt es?||In die Cisco MDS 9000 Multilayer-Speichernetz-Switches mit passendem Steckplatz.##Welche Datenrate und Bauform hat das DS-SFP-GE-T?||Das DS-SFP-GE-T hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-T."
ONS-SI-GE-EX,"Worüber arbeitet das ONS-SI-GE-EX?||Über Singlemode bei 1550 nm, 40 km (1000BASE-EX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-EX?||Das ONS-SI-GE-EX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-EX."
ONS-SI-GE-LX,"Worüber arbeitet das ONS-SI-GE-LX?||Über Singlemode bei 1310 nm, 10 km (1000BASE-LX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-LX?||Das ONS-SI-GE-LX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-LX."
ONS-SI-GE-SX,"Worüber arbeitet das ONS-SI-GE-SX?||Über Multimode bei 850 nm, bis 500 m (50 µm) / 300 m (62,5 µm) (1000BASE-SX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-SX?||Das ONS-SI-GE-SX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-SX."
ONS-SI-GE-ZX,"Worüber arbeitet das ONS-SI-GE-ZX?||Über Singlemode bei 1550 nm, 80 km (1000BASE-ZX).##In welche Plattform passt es?||In die Cisco NCS 2000 Optical-Networking-Plattform mit SFP-Steckplatz.##Welche Datenrate und Bauform hat das ONS-SI-GE-ZX?||Das ONS-SI-GE-ZX hat den Formfaktor SFP mit 1 Gbit/s (Gigabit Ethernet) nach 1000BASE-ZX."
ONS-CXP2-SR25,"Wie erreicht das ONS-CXP2-SR25 300 Gbit/s?||Über zwölf parallele 25-Gigabit-Kanäle (12×25G) auf Multimode-Glasfaser mit 24-Faser-MPO/MTP.##Welche Wellenlänge und Faser?||840–865 nm über Multimode-Glasfaser (Short Reach).##Welche Datenrate und Bauform hat das ONS-CXP2-SR25?||Das ONS-CXP2-SR25 hat den Formfaktor CXP mit 300 Gbit/s (12×25G) nach CXP 12×25G Short Reach."
ONS-SC+-10G-SR,"Welche Reichweite hat das ONS-SC+-10G-SR?||bis 300 m (OM3) über Multimode (10GBASE-SR, SR (Short Reach)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-SR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-SR?||Das ONS-SC+-10G-SR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR."
ONS-SC+-10G-LR,"Welche Reichweite hat das ONS-SC+-10G-LR?||10 km über Singlemode (10GBASE-LR, LR (Long Reach)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-LR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-LR?||Das ONS-SC+-10G-LR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR."
ONS-SC+-10G-ER,"Welche Reichweite hat das ONS-SC+-10G-ER?||40 km über Singlemode (10GBASE-ER, ER (Extended Reach)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ER-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-ER?||Das ONS-SC+-10G-ER hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ER."
ONS-SC+-10G-ZR,"Welche Reichweite hat das ONS-SC+-10G-ZR?||80 km über Singlemode (10GBASE-ZR, ZR (Weitverkehr)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ZR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-ZR?||Das ONS-SC+-10G-ZR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ZR."
ONS-SC+-10G-C,"Welche Reichweite hat das ONS-SC+-10G-C?||bis 80 km über Singlemode (10GBASE-DWDM (C-Band tunable), C-Band durchstimmbar).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-DWDM (C-Band tunable)-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SC+-10G-C?||Das ONS-SC+-10G-C hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-DWDM (C-Band tunable)."
ONS-SI+-10G-SR,"Welche Reichweite hat das ONS-SI+-10G-SR?||bis 300 m (OM3) über Multimode (10GBASE-SR, SR (Short Reach, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-SR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-SR?||Das ONS-SI+-10G-SR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-SR."
ONS-SI+-10G-LR,"Welche Reichweite hat das ONS-SI+-10G-LR?||10 km über Singlemode (10GBASE-LR, LR (Long Reach, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-LR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-LR?||Das ONS-SI+-10G-LR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-LR."
ONS-SI+-10G-ER,"Welche Reichweite hat das ONS-SI+-10G-ER?||40 km über Singlemode (10GBASE-ER, ER (Extended Reach, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ER-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-ER?||Das ONS-SI+-10G-ER hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ER."
ONS-SI+-10G-ZR,"Welche Reichweite hat das ONS-SI+-10G-ZR?||80 km über Singlemode (10GBASE-ZR, ZR (Weitverkehr, industriell)).##Worauf beruhen Wellenlänge und Reichweite?||Auf der im NCS-2000-Datenblatt genannten 10GBASE-ZR-Spezifikation (IEEE 802.3).##Welche Datenrate und Bauform hat das ONS-SI+-10G-ZR?||Das ONS-SI+-10G-ZR hat den Formfaktor SFP+ mit 10 Gbit/s nach 10GBASE-ZR."
GLC-LH-SM,"Wofür ist das GLC-LH-SM ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode/Multimode bei 1310 nm, 10 km (LX/LH (Langstrecke)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-LH-SM?||Das GLC-LH-SM hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LX/LH."
GLC-SX-MM,"Wofür ist das GLC-SX-MM ausgelegt?||Für 1 Gbit/s-Verbindungen über Multimode bei 850 nm, bis 550 m (OM3) (SX (Kurzstrecke)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-SX-MM?||Das GLC-SX-MM hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-SX."
GLC-ZX-SM,"Wofür ist das GLC-ZX-SM ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode bei 1550 nm, bis 70 km (ZX (Weitverkehr)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-ZX-SM?||Das GLC-ZX-SM hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-ZX."
GLC-LH-LMM-TI,"Wofür ist das GLC-LH-LMM-TI ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode/Multimode bei 1310 nm, 10 km (LX/LH (industriell, TI)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-LH-LMM-TI?||Das GLC-LH-LMM-TI hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-LX/LH."
GLC-ZX-LMM-TI,"Wofür ist das GLC-ZX-LMM-TI ausgelegt?||Für 1 Gbit/s-Verbindungen über Singlemode bei 1550 nm, bis 70 km (ZX (industriell, TI)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-ZX-LMM-TI?||Das GLC-ZX-LMM-TI hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-ZX."
GLC-T++,"Wofür ist das GLC-T++ ausgelegt?||Für 1 Gbit/s-Verbindungen über Kupfer (Cat-5), 100 m (T (Kupfer)).##Welcher Formfaktor?||SFP — im laufenden Betrieb in passende Cisco-Steckplätze tauschbar.##Welche Datenrate und Bauform hat das GLC-T++?||Das GLC-T++ hat den Formfaktor SFP mit 1 Gbit/s nach 1000BASE-T."
